Member_ID,First_name,Last_name,Membership_Type,Borrowing_Limit,Membership_Duration,Violations
590,Kristin,Love,Family Membership,10,5,5
591,Amber,Combs,Family Membership,10,3,3
592,Cody,Murphy,Student Membership,10,4,1
593,Teresa,Henderson,Individual Membership,5,4,4
594,John,Massey,Student Membership,10,2,0
595,Todd,Riley,Student Membership,10,1,2
596,Angela,Black,Family Membership,10,3,3
597,Adam,Johnson,Student Membership,10,3,1
598,Martha,Warren,Family Membership,10,3,0
599,Jack,Bernard,Individual Membership,5,4,4
600,Julie,Cook,Student Membership,10,5,0
601,Jerry,Ali,Individual Membership,5,1,3
602,William,Ferguson,Family Membership,10,1,2
603,Ryan,Callahan,Individual Membership,5,1,4
604,Rachel,Matthews,Individual Membership,5,5,2
605,Andrew,Smith,Student Membership,10,5,1
606,William,Wallace,Student Membership,10,1,5
607,Richard,Cruz,Student Membership,10,4,1
608,Diane,Hudson,Family Membership,10,1,2
609,Robert,Ramsey,Individual Membership,5,3,2
610,Shane,Gaines,Student Membership,10,2,5
611,Shawn,Cook,Individual Membership,5,5,0
612,Linda,Long,Student Membership,10,3,5
613,Sandra,Li,Family Membership,10,4,2
614,Jenna,Miller,Student Membership,10,1,0
615,Brandon,York,Student Membership,10,1,3
616,Michelle,Sanders,Family Membership,10,5,5
617,Ronald,Lozano,Family Membership,10,1,2
618,Gina,Stevens,Individual Membership,5,5,2
619,Caitlin,Gordon,Family Membership,10,1,3
620,Stephen,Hicks,Family Membership,10,5,0
621,Jill,Ware,Individual Membership,5,2,4
622,Robert,Harrison,Student Membership,10,1,4
623,Cameron,Wright,Student Membership,10,5,4
624,Wendy,Powell,Student Membership,10,4,4
625,Steven,Brown,Individual Membership,5,3,5
626,Susan,Kane,Individual Membership,5,3,1
627,Mark,Watson,Family Membership,10,3,3
628,Chad,Cannon,Student Membership,10,5,0
629,Jennifer,Barber,Family Membership,10,1,4
630,Margaret,Hansen,Family Membership,10,4,2
631,Anna,Bryant,Individual Membership,5,5,2
632,Sarah,Bailey,Individual Membership,5,3,3
633,Drew,Perkins,Family Membership,10,2,2
634,Miguel,Rice,Family Membership,10,1,4
635,Stacey,Peterson,Individual Membership,5,5,2
636,Kathryn,Robinson,Student Membership,10,5,1
637,Maria,Meyer,Individual Membership,5,3,0
638,Martin,Turner,Family Membership,10,3,4
639,Tracy,Barnes,Family Membership,10,4,2
640,Mark,House,Individual Membership,5,4,0
641,Tyler,Rowland,Individual Membership,5,5,5
642,Roy,Boyd,Family Membership,10,4,5
643,Kristi,Ford,Student Membership,10,3,5
644,Suzanne,Jones,Student Membership,10,1,5
645,Christopher,Smith,Student Membership,10,2,0
646,Katrina,Anderson,Family Membership,10,3,0
647,Stephanie,Morris,Individual Membership,5,5,0
648,Anthony,Wade,Student Membership,10,2,0
649,Kathleen,Riley,Student Membership,10,4,1
650,Christopher,Rojas,Family Membership,10,1,0
651,Rachel,Rogers,Student Membership,10,1,4
652,Michael,Robles,Family Membership,10,1,5
653,Joseph,Smith,Individual Membership,5,3,3
654,Amanda,Zhang,Individual Membership,5,4,5
655,Anne,Miller,Family Membership,10,4,1
656,William,Baker,Individual Membership,5,1,1
657,Bradley,Wagner,Individual Membership,5,1,3
658,Thomas,Martin,Individual Membership,5,2,1
659,Danielle,Hammond,Family Membership,10,2,3
660,Jacob,Torres,Individual Membership,5,4,1
661,Jocelyn,Galvan,Individual Membership,5,1,4
662,Jacob,Washington,Family Membership,10,3,3
663,Mary,Adams,Student Membership,10,1,2
664,Henry,Adams,Student Membership,10,5,4
665,Elizabeth,Ayers,Individual Membership,5,3,5
666,Brianna,Bradley,Student Membership,10,4,0
667,Stephen,Gonzalez,Student Membership,10,1,3
668,Ryan,Myers,Individual Membership,5,1,3
669,Sandra,Gilbert,Student Membership,10,4,5
670,Cristian,Carlson,Student Membership,10,3,3
671,Dawn,Montgomery,Family Membership,10,1,0
672,Nicholas,Kirk,Student Membership,10,2,1
673,Stacey,Bentley,Individual Membership,5,4,2
674,Keith,Alexander,Individual Membership,5,4,4
675,Christina,Rosario,Family Membership,10,2,4
676,Terri,Joseph,Family Membership,10,3,4
677,Gary,Torres,Student Membership,10,5,5
678,Barbara,Jones,Family Membership,10,2,0
679,Brandy,Ashley,Individual Membership,5,1,1
680,Michael,Jones,Family Membership,10,5,3
681,Amy,Jones,Family Membership,10,1,5
682,Olivia,Lara,Student Membership,10,3,4
683,Ryan,Mcdaniel,Family Membership,10,2,1
684,Ruben,Hall,Individual Membership,5,1,2
685,Spencer,Hodges,Family Membership,10,1,0
686,Donna,Nelson,Student Membership,10,5,3
687,Raymond,Holland,Individual Membership,5,4,5
688,Carla,Wallace,Individual Membership,5,2,2
689,Amber,Fox,Family Membership,10,2,0
690,Eric,Harmon,Family Membership,10,3,2
691,Ryan,Young,Individual Membership,5,2,2
692,Jason,Gomez,Individual Membership,5,4,3
693,Theresa,Perry,Family Membership,10,1,0
694,Cody,Gonzalez,Individual Membership,5,4,3
695,Joe,Chapman,Student Membership,10,1,3
696,Michelle,Spears,Individual Membership,5,3,1
697,Michelle,Howard,Family Membership,10,2,3
698,James,Savage,Individual Membership,5,1,1
699,Jasmine,Miller,Student Membership,10,1,0
700,Abigail,Hill,Student Membership,10,2,5
701,John,Carter,Family Membership,10,2,2
702,Brett,Mitchell,Family Membership,10,4,4
703,Steven,Williams,Individual Membership,5,2,4
704,Sandy,Martin,Student Membership,10,2,5
705,Carrie,Rose,Family Membership,10,4,3
706,Katie,Kim,Family Membership,10,1,2
707,Gary,Johnson,Family Membership,10,4,2
708,Derrick,Sanders,Family Membership,10,1,5
709,Nicole,Garcia,Individual Membership,5,4,4
710,Deanna,Berry,Student Membership,10,1,4
711,Brenda,Lee,Individual Membership,5,5,5
712,Taylor,Wright,Family Membership,10,1,2
713,Samantha,Mahoney,Family Membership,10,1,3
714,Morgan,Reynolds,Individual Membership,5,5,2
715,Latoya,Russo,Family Membership,10,1,3
716,Jennifer,Anderson,Individual Membership,5,4,4
717,Cheryl,Flowers,Student Membership,10,2,4
718,Alexis,Merritt,Individual Membership,5,3,0
719,Jeremy,Flores,Family Membership,10,2,1
720,Alisha,Marshall,Individual Membership,5,2,1
721,Kayla,Farley,Student Membership,10,4,2
722,Charles,Hahn,Individual Membership,5,1,1
723,Kent,Hernandez,Family Membership,10,4,4
724,Nicole,Sandoval,Individual Membership,5,1,1
725,Karen,Brown,Individual Membership,5,4,4
726,Dillon,Wilkinson,Individual Membership,5,4,2
727,Peter,Salazar,Individual Membership,5,3,1
728,Michael,Green,Individual Membership,5,1,1
729,Daniel,Fletcher,Family Membership,10,5,3
730,John,Hendrix,Family Membership,10,2,0
731,Yolanda,Hunter,Family Membership,10,4,2
732,Andrea,Davis,Individual Membership,5,2,4
733,Jacob,Buckley,Individual Membership,5,5,0
734,Jeremy,White,Individual Membership,5,3,0
735,Jessica,Rodgers,Student Membership,10,5,5
736,Aaron,Sosa,Student Membership,10,4,3
737,Fred,Barrett,Individual Membership,5,1,1
738,Amanda,Nunez,Student Membership,10,5,4
739,Thomas,Alvarez,Family Membership,10,2,5
740,John,Esparza,Student Membership,10,2,4
741,Morgan,Mcdonald,Student Membership,10,3,2
742,Sheila,Harris,Family Membership,10,3,3
743,Lori,Kennedy,Individual Membership,5,5,4
744,Gilbert,Martin,Individual Membership,5,4,4
745,Jessica,Moore,Individual Membership,5,3,5
746,Alexis,Thomas,Individual Membership,5,4,0
747,Kenneth,Johnson,Individual Membership,5,2,3
748,Tommy,Evans,Individual Membership,5,3,5
749,David,Bolton,Family Membership,10,3,4
750,Mitchell,Salinas,Family Membership,10,3,0
751,Joel,Mercer,Family Membership,10,1,1
752,Cynthia,Douglas,Individual Membership,5,5,5
753,Jasmine,Benton,Family Membership,10,4,1
754,Marcus,Schaefer,Individual Membership,5,5,2
755,Alexis,Austin,Individual Membership,5,3,2
756,Gabriela,Duncan,Family Membership,10,3,4
757,Sean,Collins,Individual Membership,5,4,5
758,Jesse,Jackson,Family Membership,10,5,5
759,Cheryl,Dominguez,Family Membership,10,2,2
760,Brianna,Hawkins,Student Membership,10,2,0
761,Allen,Wright,Individual Membership,5,4,4
762,Thomas,Harvey,Student Membership,10,1,4
763,Regina,Bell,Individual Membership,5,3,2
764,Martin,Phillips,Student Membership,10,5,3
765,Paula,Chavez,Family Membership,10,3,3
766,Michelle,Smith,Individual Membership,5,3,5
767,Seth,Walker,Individual Membership,5,1,2
768,Deanna,Tucker,Student Membership,10,4,0
769,Melissa,Cunningham,Individual Membership,5,1,4
770,Anita,David,Individual Membership,5,4,0
771,Denise,Sherman,Individual Membership,5,3,5
772,Howard,Strickland,Student Membership,10,3,0
773,Jorge,Pham,Family Membership,10,5,3
774,Jennifer,Wilson,Family Membership,10,4,4
775,Dennis,Clark,Individual Membership,5,3,3
776,Bradley,Taylor,Family Membership,10,2,3
777,Javier,Thomas,Family Membership,10,2,5
778,Joseph,Pace,Student Membership,10,1,3
779,Matthew,Hill,Family Membership,10,3,0
780,Michele,Wheeler,Student Membership,10,1,5
781,Kristi,Scott,Student Membership,10,3,0
782,Vincent,Wyatt,Student Membership,10,5,0
783,Kevin,Carter,Student Membership,10,5,5
784,Tracy,Henderson,Family Membership,10,5,5
785,John,Stephenson,Family Membership,10,2,1
786,Michael,Lawrence,Individual Membership,5,3,4
787,Stacey,Smith,Family Membership,10,1,2
788,Lauren,Mcdaniel,Individual Membership,5,4,0
789,Willie,Owens,Individual Membership,5,1,2
790,Laura,Rogers,Student Membership,10,1,1
791,Jessica,White,Family Membership,10,3,5
792,Lynn,Garcia,Family Membership,10,4,1
793,Timothy,Griffin,Student Membership,10,5,3
794,Jimmy,White,Family Membership,10,1,3
795,Shawn,Brown,Family Membership,10,4,0
796,Ana,Mccall,Individual Membership,5,5,2
797,Michele,Gomez,Student Membership,10,1,3
798,Tiffany,Taylor,Family Membership,10,5,5
799,Paul,Frazier,Family Membership,10,1,2
800,Hannah,Hill,Family Membership,10,1,3
801,Patrick,Kaufman,Individual Membership,5,4,4
802,Jamie,Underwood,Individual Membership,5,2,4
803,Mary,Davis,Student Membership,10,4,3
804,Rose,Smith,Student Membership,10,4,3
805,Timothy,Green,Family Membership,10,4,4
806,Crystal,Garcia,Student Membership,10,1,3
807,Emma,Adams,Individual Membership,5,3,5
808,Theresa,Morgan,Family Membership,10,3,2
809,Candice,Williams,Individual Membership,5,2,5
810,Gerald,Duran,Individual Membership,5,2,2
811,Craig,Ellis,Student Membership,10,4,5
812,Samantha,House,Student Membership,10,5,5
813,Mitchell,Conway,Individual Membership,5,1,3
814,Chelsea,Hodges,Family Membership,10,4,3
815,Catherine,Walker,Family Membership,10,3,4
816,Daniel,Hernandez,Family Membership,10,5,4
817,Holly,Martinez,Family Membership,10,4,2
818,Kenneth,Ray,Family Membership,10,5,0
819,Brandi,Wallace,Individual Membership,5,4,5
820,Katrina,Moyer,Individual Membership,5,2,2
821,Gregory,Williams,Student Membership,10,3,5
822,Scott,Huerta,Student Membership,10,2,1
823,John,Bonilla,Family Membership,10,5,1
824,Melissa,Neal,Student Membership,10,4,5
825,Stacey,Harrison,Family Membership,10,2,2
826,Stephanie,Kelly,Student Membership,10,4,5
827,Dana,Johnson,Student Membership,10,3,3
828,James,Smith,Individual Membership,5,4,1
829,Daniel,Burgess,Individual Membership,5,5,4
830,Tina,Nguyen,Individual Membership,5,2,1
831,Gary,Glover,Individual Membership,5,5,0
832,Ryan,Clarke,Student Membership,10,3,4
833,Thomas,Lewis,Family Membership,10,1,4
834,Kyle,Smith,Student Membership,10,4,3
835,Michael,Vega,Individual Membership,5,5,5
836,Joseph,Perez,Family Membership,10,1,3
837,Linda,Gomez,Family Membership,10,2,2
838,Rachel,Graham,Student Membership,10,4,4
839,Michael,Taylor,Student Membership,10,4,0
840,Melissa,Hayes,Family Membership,10,2,2
841,David,Barton,Family Membership,10,4,3
842,Kelly,Allen,Student Membership,10,1,4
843,Allison,Moore,Student Membership,10,5,4
844,Mariah,Lynch,Individual Membership,5,4,3
845,Melissa,Williams,Individual Membership,5,4,4
846,Ryan,Hudson,Family Membership,10,2,2
847,Nathaniel,Wells,Student Membership,10,2,5
848,Zachary,Pham,Individual Membership,5,1,3
849,Kelly,Williams,Individual Membership,5,2,1
850,Norma,Sanchez,Student Membership,10,4,1
851,Jennifer,White,Family Membership,10,2,1
852,Melissa,Ortega,Family Membership,10,4,5
853,Cassandra,Martinez,Family Membership,10,3,0
854,Donna,Savage,Student Membership,10,1,4
855,Virginia,Banks,Family Membership,10,2,0
856,Joy,Brown,Family Membership,10,3,5
857,Elijah,Cooley,Individual Membership,5,4,0
858,Lorraine,Nelson,Family Membership,10,1,3
859,Hailey,Hamilton,Individual Membership,5,4,0
860,David,Stokes,Family Membership,10,2,2
861,Jaime,Atkins,Student Membership,10,3,3
862,James,Marshall,Family Membership,10,5,2
863,Kayla,Norris,Individual Membership,5,3,1
864,Marissa,Hall,Individual Membership,5,4,5
865,Samantha,Russell,Family Membership,10,2,3
866,Rebecca,Wood,Individual Membership,5,4,0
867,David,Conner,Family Membership,10,3,5
868,Cindy,Palmer,Family Membership,10,2,0
869,John,Shaffer,Family Membership,10,5,0
870,Nicole,Cochran,Individual Membership,5,2,3
871,Amber,Castro,Family Membership,10,1,4
872,Christian,Arellano,Student Membership,10,5,4
873,Jason,Shields,Student Membership,10,1,4
874,Carlos,Pope,Family Membership,10,1,3
875,Johnathan,Hart,Student Membership,10,3,0
876,Jason,Williams,Individual Membership,5,1,4
877,Wendy,Morris,Family Membership,10,4,0
878,Kevin,Mathis,Family Membership,10,3,1
879,Rachel,Koch,Family Membership,10,3,5
880,Kenneth,Thomas,Student Membership,10,4,5
881,Nicolas,Smith,Individual Membership,5,1,2
882,Christine,George,Family Membership,10,5,4
883,Lisa,Ortega,Student Membership,10,1,3
884,Donna,Padilla,Individual Membership,5,1,3
885,Angela,Brown,Individual Membership,5,5,1
886,Elizabeth,Green,Family Membership,10,1,4
887,Ryan,Smith,Individual Membership,5,3,2
888,Ashley,Mitchell,Individual Membership,5,4,3
889,Christina,Martinez,Student Membership,10,3,0
890,William,Henderson,Individual Membership,5,2,1
891,Jennifer,Tucker,Individual Membership,5,2,5
892,Sara,Wilson,Individual Membership,5,3,0
893,Isaiah,Sanders,Family Membership,10,1,0
894,Jill,Nguyen,Student Membership,10,2,5
895,Brandy,Smith,Family Membership,10,2,4
896,Carol,Deleon,Individual Membership,5,1,1
897,James,Bishop,Family Membership,10,3,4
898,Charles,Davis,Individual Membership,5,2,1
899,Felicia,Thornton,Family Membership,10,1,0
900,Gerald,Williams,Individual Membership,5,3,5
901,Ruben,Huff,Student Membership,10,2,5
902,Melissa,Shah,Family Membership,10,1,5
903,Paula,Mercado,Family Membership,10,2,0
904,David,Adams,Family Membership,10,1,4
905,Richard,Black,Individual Membership,5,3,0
906,Bethany,Ortiz,Individual Membership,5,1,5
907,Rebecca,Stephens,Individual Membership,5,3,4
908,Lisa,Gibson,Family Membership,10,3,2
909,Anthony,Hickman,Individual Membership,5,2,3
910,Tammy,Skinner,Individual Membership,5,3,3
911,Allison,Daniels,Student Membership,10,5,3
912,Nancy,Ross,Student Membership,10,1,2
913,Douglas,Le,Family Membership,10,1,4
914,Brooke,Lopez,Family Membership,10,3,1
915,Stacie,Shaffer,Individual Membership,5,1,2
916,Shelby,Martinez,Student Membership,10,2,1
917,Kenneth,Hayden,Student Membership,10,1,5
918,Howard,Robinson,Individual Membership,5,4,4
919,Cheryl,Aguirre,Individual Membership,5,2,0
920,Chad,Sellers,Family Membership,10,1,1
921,Michael,Patrick,Family Membership,10,4,0
922,Tabitha,Hines,Individual Membership,5,5,0
923,Derrick,Manning,Family Membership,10,4,1
924,David,Thompson,Individual Membership,5,2,5
925,Sandra,Alvarez,Family Membership,10,4,3
926,Anne,Fleming,Individual Membership,5,1,3
927,Kevin,Hernandez,Family Membership,10,1,4
928,Eric,Hernandez,Family Membership,10,3,5
929,Eric,Lee,Individual Membership,5,5,1
930,Jeremiah,Hutchinson,Student Membership,10,4,2
931,Maria,Fleming,Family Membership,10,2,2
932,Peter,Joseph,Individual Membership,5,4,4
933,Carl,Flores,Family Membership,10,2,2
934,Mary,Jensen,Individual Membership,5,1,4
935,Melinda,Blankenship,Individual Membership,5,3,3
936,Michelle,Haley,Student Membership,10,2,3
937,Theresa,Rodriguez,Student Membership,10,4,1
938,Katie,Hall,Student Membership,10,1,1
939,Megan,Duke,Student Membership,10,3,2
940,Christopher,Green,Family Membership,10,1,5
941,Donald,Luna,Family Membership,10,4,4
942,Nicholas,Scott,Individual Membership,5,3,4
943,Diana,Shelton,Student Membership,10,4,2
944,Courtney,Bullock,Family Membership,10,1,1
945,David,Lam,Family Membership,10,1,3
946,Brenda,Shannon,Student Membership,10,1,0
947,Joseph,Gonzalez,Student Membership,10,1,2
948,Jasmine,Rodriguez,Individual Membership,5,2,0
949,Sarah,Keller,Student Membership,10,4,3
950,Jennifer,Durham,Student Membership,10,4,2
951,Briana,Marshall,Individual Membership,5,3,5
952,Sara,Rodriguez,Student Membership,10,2,1
953,Thomas,Morrow,Individual Membership,5,5,0
954,Amanda,Nichols,Student Membership,10,2,2
955,John,Sexton,Student Membership,10,1,1
956,David,Martin,Family Membership,10,3,4
957,Kenneth,Tucker,Student Membership,10,4,3
958,Julie,Russell,Individual Membership,5,4,0
959,Justin,Whitehead,Student Membership,10,2,0
960,Vanessa,Hardy,Individual Membership,5,5,0
961,Ronald,Wilson,Family Membership,10,3,5
962,Darius,Alexander,Student Membership,10,5,4
963,Roger,Medina,Individual Membership,5,1,3
964,Gary,Hickman,Individual Membership,5,2,4
965,Joseph,Dougherty,Individual Membership,5,2,4
966,Vincent,Maynard,Individual Membership,5,1,0
967,Ryan,Nixon,Family Membership,10,3,1
968,Danielle,Barnett,Individual Membership,5,2,5
969,Amy,Davis,Individual Membership,5,4,0
970,Donna,Chen,Individual Membership,5,3,0
971,Dennis,English,Family Membership,10,2,2
972,Nicholas,Washington,Family Membership,10,3,4
973,Andrew,Shannon,Individual Membership,5,3,3
974,Maria,Murphy,Student Membership,10,3,3
975,Adam,Medina,Individual Membership,5,5,0
976,Donald,Williams,Individual Membership,5,3,1
977,Sean,Mills,Student Membership,10,5,5
978,Gina,Brock,Individual Membership,5,3,5
979,Timothy,Harvey,Family Membership,10,4,2
980,Hailey,Anderson,Student Membership,10,5,4
981,Tiffany,Lewis,Family Membership,10,3,2
982,Veronica,Douglas,Student Membership,10,2,2
983,Sally,Russell,Family Membership,10,1,3
984,Kevin,Sanchez,Individual Membership,5,5,2
985,Ryan,Eaton,Student Membership,10,2,4
986,Troy,Hatfield,Individual Membership,5,1,0
987,Jeffrey,Morris,Student Membership,10,4,4
988,Brian,Davis,Family Membership,10,3,4
989,Cole,Lewis,Family Membership,10,2,4
990,Sean,Gray,Family Membership,10,2,5
991,Alyssa,Boyle,Family Membership,10,5,3
992,Megan,Foster,Student Membership,10,2,4
993,Bradley,Whitaker,Individual Membership,5,4,4
994,Sarah,Carpenter,Student Membership,10,4,1
995,Steven,Foster,Family Membership,10,2,5
996,Eric,Ingram,Family Membership,10,1,3
997,Megan,Barton,Student Membership,10,5,3
998,Sharon,Alvarez,Student Membership,10,3,5
999,Whitney,Aguirre,Student Membership,10,5,3
1000,Laura,Thomas,Student Membership,10,5,4
1001,Adrian,Perry,Student Membership,10,5,3
1002,Steven,Hebert,Individual Membership,5,5,3
1003,Tara,Williamson,Student Membership,10,4,2
1004,Katherine,Byrd,Family Membership,10,3,5
1005,Karen,Schmidt,Individual Membership,5,2,5
1006,Karen,Farmer,Family Membership,10,4,5
1007,Richard,Oconnor,Family Membership,10,2,4
1008,Tracy,Williams,Family Membership,10,5,3
1009,David,Hill,Individual Membership,5,4,4
1010,Gabriel,Shields,Individual Membership,5,5,4
1011,Joshua,Velez,Family Membership,10,4,3
1012,David,Reed,Family Membership,10,4,4
1013,Robert,Oliver,Family Membership,10,4,3
